0.0064165,0.0064694,0.22733
0.0064422,0.0065156,0.23055
0.0064476,0.0065447,0.2308
0.0064346,0.0065321,0.22867
0.0064086,0.0064807,0.22596
0.0063894,0.0064204,0.22292
0.0063649,0.0063893,0.2199
0.0063522,0.0063707,0.21817
0.0063453,0.0063394,0.21787
0.0063227,0.006302,0.21884
0.0063232,0.0062731,0.22169
0.0063319,0.0062683,0.22576
0.0063591,0.006337,0.22787
0.0064127,0.0064206,0.22831
0.0064566,0.0065066,0.22851
0.0064839,0.0065653,0.22763
0.0064863,0.0065662,0.22499
